Company Name,Physical Address,Phone,FAX,Web,Business Description,NAICS,Employee(s),Annual Sales,Contact Person,Industry Description,Stock Exchange,Latitude,Longitude
Arc,"1201ElizabethAveCharlotte,NC28204-2240",3015653842,,,Junior-CommunityCollege-TechInstitutes,611210,14,,,JuniorColleges,,35.217402,-80.830508
ArroChemicalInc,"201WestlandFarmRdMtHolly,NC28120-9533",7048270216,7048221150,ARROCHEM.COM,SurfaceActiveAgents(mfrs),325613,16,"$14,982,000",PattyHostetler,SurfaceActiveAgentManufacturing,,35.313983,-81.04309
CamcraftPerformanceCams,"442PhillipsvilleLoopCanton,NC28716-2116",8286815183,8286815185,,AutomobileParts&Supplies-Wholesale,423120,3,"$2,948,000",HunterWebb,MotorVehicleSuppliesandNewPartsMerchantWholesalers,,35.540924,-82.855208
APlusMovingLLC,"4800ExpressDr#19769Charlotte,NC28208-6354",7040001111,,,Movers,484110,2,"$267,000",,"GeneralFreightTrucking,Local",,35.209907,-80.939159
MarkWhite&Assoc,"233WhiteStHendersonville,NC28739-5237",8286927651,8286931873,MARKWHITEUSA.COM,RealEstate,531210,3,"$273,000",MarkWhite,OfficesofRealEstateAgentsandBrokers,,35.306946,-82.461117
PinnacleMobilityCorp,"13707BramboroughRdHuntersville,NC28078-3719",7040001111,,,Medical/Dental/HospitalEqpt&Supl(whls),423450,8,"$10,282,000",DarrenJCastoria,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.42949,-80.818291
AppalachianReglAdultMed,"148Highway105Ext#104Boone,NC28607-5682",8282635506,8282629728,APPRHS.ORG,Physicians&Surgeons,621111,7,"$1,215,000",JohnnaLaws,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.215917,-81.668988
PrimalBrewing,"52ErvinStBelmont,NC28012-3327",9802400602,,PRIMALBREWERY.COM,Brewers(mfrs),312120,10,"$14,879,000",RaymondSteimel,Breweries,,35.245125,-81.035286
MilancoInc,"217BulbAveGastonia,NC28052-1803",7040001111,,MILANCO.COM,Soaps&Detergents-Manufacturers,325611,4,"$2,399,000",StillEverett,SoapandOtherDetergentManufacturing,,35.290235,-81.184833
Normandie,"64WPalmerStFranklin,NC28734-3046",8285243118,,,Restaurants,722511,4,"$148,000",EttaTallent,Full-ServiceRestaurants,,35.179531,-83.385431
CommercialLendersInc,"37WMillsStColumbus,NC28722-9450",8288940301,,,Financing,522291,3,"$1,154,000",CharlesCMuse,ConsumerLending,,35.250444,-82.2002
AppalachianStateUnivWalker,"416HowardSt#4135Boone,NC28608-0005",8282622057,,BUSINESS.APPSTATE.EDU,University-CollegeDept/Facility/Office,611310,85,,MandySutherland,"Colleges,Universities,andProfessionalSchools",,36.216381,-81.682169
ResumeSage,"6344WakehurstRdCharlotte,NC28226-5573",7043586000,,THERESUMESAGE.COM,Career&VocationalCounseling,624310,8,,DavidPinkley,VocationalRehabilitationServices,,35.105271,-80.809128
LarryPhelpsElectric,"759AcornDrPurlear,NC28665-9089",3369737005,,,ElectricContractors,238210,2,"$191,000",,ElectricalContractorsandOtherWiringInstallationContractors,,36.220126,-81.388895
AMOMovinMovingCo,"Charlotte,NC28203-",7047376525,,,Movers,484110,4,"$533,000",,"GeneralFreightTrucking,Local",,35.21493,-80.857485
ChoiceUSABeverageInc,"603GrovesStLowell,NC28098-1702",7048231651,7048231663,CHOICEUSABEVERAGE.COM,Bottlers(mfrs),312111,40,"$51,398,000",JamesPFallsJr,SoftDrinkManufacturing,,35.260376,-81.096989
AquaProIrrigationSvc,"2915ParkstoneDrCharlotte,NC28210-4626",7045548810,,,IrrigationSystems&Equipment(whls),423820,2,"$2,413,000",DavidJHowell,FarmandGardenMachineryandEquipmentMerchantWholesalers,,35.147037,-80.845741
AppalachianRegionalPainMgmt,"336DeerfieldRdBoone,NC28607-5008",8282655493,,APPRHS.ORG,Clinics,621111,6,"$4,857,000",MaryEttaLong,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.198346,-81.651475
OatesRealtyAssocInc,"1457thAveWHendersonville,NC28792-3607",8286065897,8286931886,WILKINSONERA.COM,RealEstate,531210,15,"$1,361,000",JoeOates,OfficesofRealEstateAgentsandBrokers,,35.31969,-82.461916
LibertyxBitcoinATM,"9915ParkCedarDrCharlotte,NC28210-8905",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.094574,-80.86559
D&RAuto&FrontEndSvc,"2481BuffaloShoalsRdCatawba,NC28609-8034",8284649265,,DANDRAUTOCARECATAWBANC.COM,AutomobileRepairing&Service,811111,3,"$253,000",DaleWilkinson,GeneralAutomotiveRepair,,35.616887,-81.10652
SRCDILWORTHINCANCCORP,"165SYorkStGastonia,NC28052-4120",7040001111,,,Manufacturers,339999,61,"$9,521,000",HermanERatchfordJr,AllOtherMiscellaneousManufacturing,,35.262759,-81.186073
ABTech,"340VictoriaRdAsheville,NC28801-4897",8283987900,,ABTECH.EDU,Junior-CommunityCollege-TechInstitutes,611210,30,,AnaFrady,JuniorColleges,,35.5679,-82.55486
P&BRealLLC,"401NMainSt#100Hendersonville,NC28792-4915",8280001111,,,RealEstateManagement,531210,3,"$273,000",JasonReasoner,OfficesofRealEstateAgentsandBrokers,,35.316876,-82.460486
MBNCPropertiesLLC,"203HiddenWoodsLnHendersonville,NC28791-3163",8280001111,,FLATROCKSTORAGE.COM,RealEstateManagement,531210,2,"$182,000",JimMillerJr,OfficesofRealEstateAgentsandBrokers,,35.334243,-82.518182
AllKHeating&AirCond,"850USHighway221AForestCity,NC28043-5912",8282452707,,,AirConditioningContractors&Systems,238220,2,"$185,000",KeithScruggs,"Plumbing,Heating,andAir-ConditioningContractors",,35.289083,-81.839957
"HensleyDale,ATY","347EUSHighway19EBypBurnsville,NC28714-7166",8286822474,,,Attorneys,541110,1,"$125,000",DaleHensley,OfficesofLawyers,,35.91535,-82.292738
PhysicianSales&SvcInc,"1816WPointeDr#BCharlotte,NC28214-0101",7049163800,7049163995,,Physicians&SurgeonsEquip&Supls-Whls,423450,60,"$77,110,000",FrankNash,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.257556,-80.972116
OmniResidentialInvestment,"121EWaterSt#CLincolnton,NC28092-2728",7040001111,,,Investments,523910,3,"$1,564,000",,MiscellaneousIntermediation,,35.471075,-81.255789
DempsterKerr-Ann,"7471ECrossDrDenver,NC28037-5017",7046881574,,PREFERREDSPECIALIST.53.COM,FinancialPlanningConsultants,523940,1,"$856,000",Kerr-AnnDempster,PortfolioManagementandInvestmentAdvice,,35.445035,-80.997326
AppliedIndustrialTech-Dixie,"10345NationsFordRd#BCharlotte,NC28273-5823",7040001111,,,MiscellaneousIndustrialSupplies(whls),423840,2,"$2,425,000",,IndustrialSuppliesMerchantWholesalers,,35.1193,-80.903145
FirstCitizensBank,"160WMillsStColumbus,NC28722-9422",8288942556,9848673366,FIRSTCITIZENS.COM,Banks,522110,5,"$804,000",BrianJones,CommercialBanking,,35.249816,-82.202479
A-1AffordableMovers,"5800WWTHarrisBlvdCharlotte,NC28269-1521",7047791718,,,Movers,484110,2,"$267,000",HarryGreen,"GeneralFreightTrucking,Local",,35.336132,-80.828195
TryonEquineInsuranceSvcLLC,"22NTradeStTryon,NC28782-6771",8280001111,,,Insurance,524210,3,"$306,000",CharlesZFlackIII,InsuranceAgenciesandBrokerages,,35.209026,-82.238354
UnitedStatesPostalSvc,"95PacoletStTryon,NC28782-3364",8280001111,8288596834,USPS.COM,PostOffices,491110,11,,ChristineIwerks,PostalService,,35.2083,-82.239801
BurchetteBrothersInc,"2118CBEllerSchoolRdElkin,NC28621-8847",3368354044,,,FloorLayingRefinishing&Resurfacing,238330,1,"$96,000",SherrillBurchette,FlooringContractors,,36.278192,-80.901834
DennisMillerElectric,"182MountainParkRdThurmond,NC28683-9791",3363669231,,,ElectricContractors,238210,1,"$103,000",DennisMiller,ElectricalContractorsandOtherWiringInstallationContractors,,36.381196,-80.855702
PerformanceRehabAssoc,"3000LatrobeDr#ACharlotte,NC28211-5227",9808198020,,PRACHARLOTTE.COM,VocationalRehabilitationServices,624310,5,,JohnCipriani,VocationalRehabilitationServices,,35.198256,-80.799752
DynamicAdvertising,"85FrogHollerRdWaynesville,NC28785-6533",8286273333,,,AdvertisingNEC,541890,2,"$283,000",StevenParris,OtherServicesRelatedtoAdvertising,,35.586,-82.979016
AvlWNCSchoolofRealEstate,"82PattonAve#800Asheville,NC28801-3353",8287823180,,AVLSRE.COM,RealEstateSchools,611519,2,,,OtherTechnicalandTradeSchools,,35.594179,-82.554943
AllFiredUp!,"1221NWendoverRdCharlotte,NC28211-1128",7046094605,,KILNDR.COM,PotteryEquipment&Supplies(whls),423830,1,"$1,007,000",DavidSnyder,IndustrialMachineryandEquipmentMerchantWholesalers,,35.195074,-80.79471
OldeKnoxCommons,"13825HuntonLnHuntersville,NC28078-6190",7048972700,,OLDEKNOXCOMMONS.COM,VocationalRehabilitationServices,624310,100,,LindaJHoward,VocationalRehabilitationServices,,35.418591,-80.867359
BrockBuildersInc,"1854HendersonvilleRd#208Asheville,NC28803-2494",8282436105,,BROCKBUILDERSINC.COM,GeneralContractors,236115,4,"$1,171,000",ChrisBrock,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.50201,-82.522622
KrassCo,"4000HartleyStCharlotte,NC28206-1231",7040001111,,,HospitalCubicles(whls),423450,3,"$452,000",BrianMKrass,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.272592,-80.819437
PioneerPetroleum,"314AirportRdAsheville,NC28803-",8286841600,,,Oils-Petroleum(whls),424720,12,"$135,206,000",,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.512493,-82.521651
AutoMasterofHickoryLLC,"356USHighway70SWHickory,NC28602-5029",8283285006,8283288098,MYAUTOMASTER.COM,AutomobileRepairing&Service,811111,10,"$843,000",DavidCoffey,GeneralAutomotiveRepair,,35.719461,-81.343223
CShiftPropertiesLLC,"86MorrisStAsheville,NC28806-2932",8280001111,,,RealEstateManagement,531210,3,"$376,000",PaulTMarsters,OfficesofRealEstateAgentsandBrokers,,35.570332,-82.597261
SoutherElectric&ConstrInc,"303WilkesboroAveNorthWilkesboro,NC28659-4227",3360001111,,,ElectricContractors,238210,3,"$287,000",DonaldKSouther,ElectricalContractorsandOtherWiringInstallationContractors,,36.155837,-81.143789
DavidsonOilInc,"116AlexanderPlSwannanoa,NC28778-",8286863462,,DAVIDSONOIL.COM,Oils-Fuel(whls),424720,4,"$45,069,000",SteveDavidson,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.600229,-82.40264
FarmBureauInsurance,"156EMillsStTryon,NC28782-",8288943320,8288948425,FARMBUREAUINSURANCE.COM,Insurance-Health&Accident,524210,7,"$713,000",JesseNavarro,InsuranceAgenciesandBrokerages,,35.227711,-82.176892
Wireway/HuskyCorp,"6146DenverIndustrialParkRdDenver,NC28037-7805",7044831910,7044831911,HUSKYRACKANDWIRE.COM,WireGoods(mfrs),332618,250,"$23,657,000",RonaldAYoung,OtherFabricatedWireProductManufacturing,,35.537399,-81.037778
HokeEnterprises,"2550BlacksburgRdGrover,NC28073-9641",7044820003,,HOKEENTERPRISESINC.COM,Warehouses-Merchandise&SelfStorage,493110,6,"$426,000",RayPHoke,GeneralWarehousingandStorage,,35.206518,-81.531704
AppalachianStateUnivFood,"525RiversSt#221Boone,NC28608-0001",8282623069,,APPSTATE.EDU,University-CollegeDept/Facility/Office,611310,3,,LoriDurham,"Colleges,Universities,andProfessionalSchools",,36.211353,-81.686486
SOSOnlineUniversity,"13950BallantyneCorporatePlCharlotte,NC28277-3159",7047523534,,HSI.COM,Career&VocationalCounseling,624310,4,,,VocationalRehabilitationServices,,35.060769,-80.857176
ElkKnobStatePark,"5564MeatCampRdTodd,NC28684-9549",8282977261,,NCPARKS.GOV,StateParks,712190,5,,TraceyMinton,NatureParksandOtherSimilarInstitutions,,36.332713,-81.696079
DaleEarnhardtCollision-Paint,"1774SNc16HwyNewton,NC28658-7806",8284661112,8284656960,,AutomobileBody-Repairing&Painting,811121,8,"$713,000",TommyCross,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.650128,-81.195309
M-MPropertiesInc,"20WilmontDr#301Hendersonville,NC28792-3877",7137286020,,MMPROP.COM,RealEstate,531210,3,"$273,000",,OfficesofRealEstateAgentsandBrokers,,35.328597,-82.445787
TapPlumbing,"4528MountainViewRdHays,NC28635-9668",3369270711,,,PlumbingContractors,238220,1,"$96,000",TimPickett,"Plumbing,Heating,andAir-ConditioningContractors",,36.239231,-81.124176
MountainEnergyHomeHeatLLC,"288LymanStAsheville,NC28801-4742",8282532321,8282532322,MOUNTAIN-ENERGY.COM,Oils-Fuel(whls),424720,3,"$33,802,000",,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.582805,-82.566855
BooneRent-All&PartiesToo,"1818Highway105Boone,NC28607-",8282645002,8282641092,THEFESTIVEELK.COM,RentalService-Stores&Yards,532310,3,"$416,000",LeslieSullivan,GeneralRentalCenters,,36.200895,-81.661437
Papa'sPizzaToGo,"38PalmerStreetCirFranklin,NC28734-3337",8283699999,,PAPASPIZZATOGO.COM,Pizza,722511,7,"$258,000",DennisMercier,Full-ServiceRestaurants,,35.178821,-83.384827
PayloadLogisticsLLC,"871LoveJoyRdCanton,NC28716-8698",8280001111,,,LogisticsConsultingServices,541611,2,"$265,000",DoyceETrull,AdministrativeManagementandGeneralManagementConsultingServices,,35.459946,-82.88964
EarlSPainting,"3385GreenhornRdRoaringRiver,NC28669-8041",3369572067,,,Painters,238320,2,"$191,000",EarlBlackburn,PaintingandWallCoveringContractors,,36.28054,-81.01666
BlacksGrading&BackhoeInc,"250BillAllenBranchRdBurnsville,NC28714-7813",8280001111,,,SiteDevelopmentContractors,238910,3,"$407,000",,SitePreparationContractors,,35.911649,-82.267763
Vannoy&LankfordPlbgCoInc,"826SuncrestOrchardRdNorthWilkesboro,NC28659-9438",3368382852,3368381940,VANNOYANDLANKFORDPLUMBING.COM,PlumbingContractors,238220,17,"$1,623,000",BurlLankford,"Plumbing,Heating,andAir-ConditioningContractors",,36.181217,-81.190192
OleBuddy'sOinkerExpressLLC,"16810HughTorancePkwyHuntersville,NC28078-1272",7040001111,,,VocationalRehabilitationServices,624310,4,,RichardWBennette,VocationalRehabilitationServices,,35.421561,-80.901254
PeerlessSurgicalInc,"5275ParkwayPlazaBlvdCharlotte,NC28217-1967",9803350468,,PEERLESSSURGICAL.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,5,"$6,426,000",PhilipBowman,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.179916,-80.901776
MillCreekDiningRoom&Grill,"345CountryClubDrFranklin,NC28734-",8283490402,,,Restaurants,722511,4,"$1,639,000",DTLavercomb,Full-ServiceRestaurants,,35.164616,-83.397326
HScott&Assoc,"29WJordanStBrevard,NC28712-3675",8288849000,,HSCOTTANDASSOCIATESTEAM.COM,RealEstate,531210,2,"$198,000",HScott,OfficesofRealEstateAgentsandBrokers,,35.233082,-82.7353
RalfElectric,"Waynesville,NC28786-",8285080820,,,ElectricalConsultants,541614,3,"$265,000",RalphAIglesias,"Process,PhysicalDistribution,andLogisticsConsultingServices",,,
BurnsvilleFireDept,"305PineolaStBurnsville,NC28714-3215",8286821184,8286822414,TOWNOFBURNSVILLE.ORG,FireDepartments,922160,14,,,FireProtection,,35.912983,-82.306664
UcsInc,"511HoffmanRdLincolnton,NC28092-8230",7047329922,7047329559,UCSSPIRIT.COM,Manufacturers,339999,70,"$10,926,000",GracMilos,AllOtherMiscellaneousManufacturing,,35.407261,-81.225727
Cash2BitcoinBitcoinATM,"1380OzoneDrSaluda,NC28773-9665",8888979792,,CASH2BITCOIN.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.245546,-82.329891
EklHoldingsLLC,"518NGeneralsBlvd#FLincolnton,NC28092-3537",7040001111,,,HoldingCompanies(non-Bank),551112,4,"$1,920,000",,OfficesofOtherHoldingCompanies,,35.49257,-81.245225
KillarneyMetals,"710ECatawbaSt#ABelmont,NC28012-3504",7049811812,,KILLARNEYMETALS.COM,Manufacturers,339999,51,"$7,960,000",TrippRobbins,AllOtherMiscellaneousManufacturing,,35.24011,-81.022449
AppalachianStateUniversity,"287RiversStBoone,NC28608-0001",8282622000,8282623024,APPSTATE.EDU,Schools-Universities&CollegesAcademic,611310,104,,KennethEPeacock,"Colleges,Universities,andProfessionalSchools",,36.210764,-81.677397
CarolinaStorageSolutions,"5979SNc9HwyTryon,NC28782-6748",8288634974,,DELIVEREDBARNSANDSHEDS.COM,StorageSystemsPortable,493110,1,"$87,000",,GeneralWarehousingandStorage,,35.248248,-82.090704
M&RBusinessPropertiesInc,"333WillowSpringsCvHendersonville,NC28739-2418",8280001111,,,RealEstate,531210,2,"$182,000",WilliamMAlexander,OfficesofRealEstateAgentsandBrokers,,35.275144,-82.531312
Buyer'sAgentofAsheville,"138CharlotteSt#210Asheville,NC28801-1971",8282104663,,ASHEVILLEHOMEBUYER.COM,RealEstate,531210,12,"$1,501,000",JudyStone,OfficesofRealEstateAgentsandBrokers,,35.604357,-82.546856
BoltonConstruction-Svc-Wnc,"169ElkParkDrWoodfin,NC28804-",8282533621,8282512146,BOLTONSERVICEWNC.COM,GeneralContractors,236115,115,"$33,643,000",WilliamEBoltonIII,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.664505,-82.575203
Kid-N-PlayChildcareCtrLLC,"509EMarionStShelby,NC28150-4615",7040001111,,,ChildCareService,624410,3,"$53,000",JeniseWhisnant,ChildCareServices,,35.293031,-81.530955
APMTerminals,"725LawtonRdCharlotte,NC28216-3438",3102214000,,,Cargo&FreightContainers(whls),423840,3,"$3,637,000",,IndustrialSuppliesMerchantWholesalers,,35.279042,-80.878276
MiCasaMexicanRestaurant,"788EMainStFranklin,NC28734-2674",8283691580,,MEXICANRESTAURANTFRANKLIN.COM,Restaurants,722511,3,"$331,000",,Full-ServiceRestaurants,,35.188442,-83.370517
KonicaMinolta,"3700ArcoCorporateDr#400Charlotte,NC28273-7105",7046253250,,KMBS.KONICAMINOLTA.US,Copying&DuplicatingMachines&Supls,423420,19,"$15,485,000",,OfficeEquipmentMerchantWholesalers,,35.151471,-80.947432
BlowingRockElementarySchool,"165MorrisStBlowingRock,NC28605-9026",8282953204,8282954977,,Schools,611110,65,,PatrickSukow,ElementaryandSecondarySchools,,36.132376,-81.676201
SignConnectionInc,"1660PacoletDrGastonia,NC28052-9467",7048684500,7048684592,SIGNCON.COM,Signs(mfrs),339950,16,"$2,032,000",SidneyCraig,SignManufacturing,,35.205218,-81.241327
ColumbusHardwareStore,"84WMillsStColumbus,NC28722-",8288945800,8288946044,,Hardware-Retail,444140,8,"$874,000",PatFagan,HardwareRetailers,,35.260238,-82.150057
BonitzCoofCarolinaTN,"10OldBuckeyeCoveRdSwannanoa,NC28778-2804",8283656165,8282550922,,GeneralContractors,236115,12,"$3,511,000",RonaldWWheeler,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.595728,-82.4224
BroyhillPark,"LaurelLnBlowingRock,NC28605-",8280001111,,,Parks,712190,4,"$309,000",,NatureParksandOtherSimilarInstitutions,,36.133781,-81.673811
Madison'sRestaurant,"445MainStHighlands,NC28741-8447",8287872525,,OLDEDWARDSINN.COM,Restaurants,722511,250,"$9,189,000",ArtWilliams,Full-ServiceRestaurants,,35.052192,-83.19659
NexthomeWNCRealty,"1474thAveW#BHendersonville,NC28792-4385",8287855535,,NEXTHOMEWNC.COM,RealEstate,531210,6,"$545,000",LauraFlores,OfficesofRealEstateAgentsandBrokers,,35.316751,-82.461326
HisGlassworksInc,"2000RiversideDr#19Woodfin,NC28804-2099",8282542559,,HISGLASSWORKS.COM,GlassMaking&WorkingMachinery(mfrs),333248,6,"$1,099,000",MarkBullock,AllOtherIndustrialMachineryManufacturing,,35.637896,-82.597326
ResurrectionLutheranSchool,"600CrescentCirKingsMountain,NC28086-3541",7047395580,,KMRESLUTHERAN.WEEBLY.COM,Schools-Pre-School/Kindergarten-Academic,624410,15,"$265,000",,ChildCareServices,,35.233843,-81.351997
HINDS'FEETFARM-HUNTERSVILLE,"14625BlackFarmsRdHuntersville,NC28078-8408",7049921424,7049921423,HINDSFEETFARM.ORG,VocationalRehabilitationServices,624310,5,,MartinBFoil,VocationalRehabilitationServices,,35.442428,-80.809881
LitIndustries,"1518CostnerSchoolRdBessemerCity,NC28016-6707",7049223800,,PACORINC.COM,Manufacturers,339999,34,"$5,307,000",,AllOtherMiscellaneousManufacturing,,35.32869,-81.230727
GastoniaTransit,"121NOaklandStGastonia,NC28052-4131",7048666855,7048666047,CITYOFGASTONIA.COM,TransportationServices,485999,20,,PatCorinth,AllOtherTransitandGroundPassengerTransportation,,35.264603,-81.180281
AMSOILSyntheticLubricants,"Asheville,NC28801-",8282580318,,AMSOIL.COM,Oils-Lubricating-Wholesale,424720,4,"$45,069,000",,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.60658,-82.562535
LibertyxBitcoinATM,"6110thePlazaCharlotte,NC28215-2402",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.247647,-80.751659
AllstateInsurance,"155WMillsSt#106Columbus,NC28722-9426",8288943269,8288945093,AGENTS.ALLSTATE.COM,Insurance,524210,3,"$306,000",BenMcentire,InsuranceAgenciesandBrokerages,,35.249346,-82.201436
UnitedStatesPostalSvc,"102EMainStSaluda,NC28773-7812",8280001111,8287491607,USPS.COM,PostOffices,491110,7,,SheilaSalyers,PostalService,,35.235719,-82.346885
JerryPowellPlumbing,"208MountainLakeDrBoomer,NC28606-8006",3365262090,,JERRYPOWELLPLUMBINGUSA.COM,PlumbingContractors,238220,1,"$96,000",JerryPowell,"Plumbing,Heating,andAir-ConditioningContractors",,36.043389,-81.300005
JacksonWreckerSvc,"585Highway108EastMillStColumbus,NC28722-",8288948324,,JACKSONSTOWING.COM,TowingMotorhomes,488410,2,"$130,000",DonaldJackson,MotorVehicleTowing,,35.260238,-82.150057
WataugaArtsCouncil,"377ShadowlineDrBoone,NC28607-4950",8282641789,,WATAUGA-ARTS.ORG,ArtCenters,712110,2,,CherryJohnson,Museums,,36.203804,-81.659198
LibertyxBitcoinATM,"2919CentralAveCharlotte,NC28205-5409",8005118940,,,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.218325,-80.794579
Fender'sPlumbing,"RoaringRiver,NC28669-",3369574663,,,PlumbingContractors,238220,2,"$191,000",RandelFender,"Plumbing,Heating,andAir-ConditioningContractors",,36.207166,-81.003263
RedByrdConsultingCorp,"436OakRidgeDrClyde,NC28721-7552",8280001111,,,Consultants-BusinessNEC,541618,2,"$252,000",AllisonSpruill,OtherManagementConsultingServices,,35.540468,-82.911531
LibertyxBitcoinATM,"850ChancellorParkDrCharlotte,NC28213-8151",8005118940,,,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.294453,-80.744793
